Holdings details

Total World Stock ETF (VT)


Equity,as of 05/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BD5CJQ0,Venustech Group Inc,002439,<0.01%,Systems Software,CN,---,"$69,714.95","33,500"
,BD5M294,MLS Co Ltd,002745,<0.01%,Semiconductors,CN,---,"$69,663.95","45,400"
,BD5LRK7,Hubei Yihua Chemical Industry Co Ltd,000422,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$69,641.32","33,400"
,BMXV144,Beijing Bei Mo Gao Ke Friction Material Co Ltd,002985,<0.01%,Aerospace & Defense,CN,---,"$69,638.53","15,600"
,BYYFJH8,Topchoice Medical Corp,600763,<0.01%,Health Care Services,CN,---,"$69,633.95","12,598"
,BD5CLG4,Jilin Aodong Pharmaceutical Group Co Ltd,000623,<0.01%,Pharmaceuticals,CN,---,"$69,323.86","27,200"
,BFWH6R2,ZIGExN Co Ltd,3679,<0.01%,Interactive Media & Services,JP,---,"$69,302.61","28,100"
,BD5M012,Beijing Strong Biotechnologies Inc,300406,<0.01%,Biotechnology,CN,---,"$69,272.47","39,900"
,B03MT94,Goltas Goller Bolgesi Cimento Sanayi ve Ticaret A.S.,GOLTS,<0.01%,Construction Materials,TR,---,"$69,240.94","9,363"
,BMWS7Y8,HESAI GROUP,HSAI,<0.01%,Automotive Parts & Equipment,US,ADR,"$69,230.70","3,663"
,6594358,Miroku Jyoho Service Co Ltd,9928,<0.01%,Application Software,JP,---,"$69,131.64","6,500"
,BL4P427,Shenzhen Center Power Tech Co Ltd,002733,<0.01%,Electrical Components & Equipment,CN,---,"$69,115.29","14,000"
,BD5CMQ1,Northeast Securities Co Ltd,000686,<0.01%,Investment Banking & Brokerage,CN,---,"$69,040.60","58,700"
,BHQPRM8,Jiangsu Shuangxing Color Plastic New Materials Co Ltd,002585,<0.01%,Paper & Plastic Packaging Products & Materials,CN,---,"$69,039.22","45,700"
,BD5CBR5,Renhe Pharmacy Co Ltd,000650,<0.01%,Pharmaceuticals,CN,---,"$68,931.76","87,200"
,B1V7L36,Supermax Corp Bhd,SUCB,<0.01%,Health Care Supplies,MY,---,"$68,741.09","863,319"
,6057204,Asia Polymer Corp,1308,<0.01%,Commodity Chemicals,TW,---,"$68,701.25","163,556"
,B2QTN50,Teraplast SA,TRP,<0.01%,Commodity Chemicals,RO,---,"$68,636.92","718,255"
,BP3R7C3,Shenzhen Gas Corp Ltd,601139,<0.01%,Gas Utilities,CN,---,"$68,633.95","71,700"
,BTDQCN4,Bringspring Science and Technology Co Ltd,300290,<0.01%,IT Consulting & Other Services,CN,---,"$68,578.71","41,600"
,BP3R864,Harbin Pharmaceutical Group Co Ltd,600664,<0.01%,Pharmaceuticals,CN,---,"$68,536.40","137,700"
,BFCCQX3,Shenzhen Yinghe Technology Co Ltd,300457,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$68,475.69","17,100"
,BD5LYB7,Zhejiang Weixing New Building Materials Co Ltd,002372,<0.01%,Building Products,CN,---,"$68,306.41","46,100"
,BD25NM6,China Merchants Port Group Co Ltd,001872,<0.01%,Marine Ports & Services,CN,---,"$68,205.38","20,700"
,BD5LYY0,Jiaozuo Wanfang Aluminum Manufacturing Co Ltd,000612,<0.01%,Aluminum,CN,---,"$68,102.17","39,800"
,6727626,Medigen Biotechnology Corp,3176,<0.01%,Biotechnology,TW,---,"$67,818.96","65,000"
,BD5C8V8,Guomai Technologies Inc,002093,<0.01%,IT Consulting & Other Services,CN,---,"$67,794.56","62,300"
,BP3R7J0,Shanghai Tunnel Engineering Co Ltd,600820,<0.01%,Construction & Engineering,CN,---,"$67,762.25","79,800"
,BD5LSW6,Shandong Yisheng Livestock & Poultry Breeding Co Ltd,002458,<0.01%,Packaged Foods & Meats,CN,---,"$67,744.09","56,940"
,BD5CBT7,Wuhu Token Science Co Ltd,300088,<0.01%,Electronic Components,CN,---,"$67,566.24","64,400"
,BK947P6,Yantai Eddie Precision Machinery Co Ltd,603638,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$67,469.35","20,860"
,6313111,Korea United Pharm Inc,033270,<0.01%,Pharmaceuticals,KR,---,"$67,411.09","5,473"
,BN33PH8,Bombardier Inc,BBD/A,<0.01%,Aerospace & Defense,CA,---,"$67,356.06",299
,BMVFFG8,Kizilbuk Gayrimenkul Yatirim Ortakligi AS,KZBGY,<0.01%,Hotel & Resort REITs,TR,---,"$67,346.86","996,613"
,BFYX689,Guangzhou Kingmed Diagnostics Group Co Ltd,603882,<0.01%,Health Care Services,CN,---,"$67,327.31","17,800"
,B016HK5,Panion & BF Biotech Inc,1760,<0.01%,Pharmaceuticals,TW,---,"$67,323.99","35,023"
,BD5LV05,Top Resource Energy Co Ltd,300332,<0.01%,Gas Utilities,CN,---,"$67,295.02","92,000"
,6806633,Shun Tak Holdings Ltd,242,<0.01%,Diversified Real Estate Activities,HK,---,"$67,279.41","908,000"
,BD5LTR8,Norinco International Cooperation Ltd,000065,<0.01%,Construction & Engineering,CN,---,"$67,279.36","37,300"
,BD5CF39,Harbin Boshi Automation Co Ltd,002698,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$67,127.56","36,142"
,BD5LT56,Chengzhi Co Ltd,000990,<0.01%,Commodity Chemicals,CN,---,"$67,106.50","47,400"
,BH7HMM8,Industri Jamu Dan Farmasi Sido Muncul Tbk PT,SIDO,<0.01%,Personal Care Products,ID,---,"$66,783.25","3,103,700"
,BD5C937,Beijing eGOVA Co Ltd,300075,<0.01%,IT Consulting & Other Services,CN,---,"$66,755.13","35,592"
,BQ3RQ78,China Railway Special Cargo Logistics Co Ltd,001213,<0.01%,Rail Transportation,CN,---,"$66,710.03","118,500"
,BMF7QB2,JinJian Cereals Industry Co Ltd,600127,<0.01%,Packaged Foods & Meats,CN,---,"$66,517.53","75,000"
,BGBN6S9,Weaver Network Technology Co Ltd,603039,<0.01%,Application Software,CN,---,"$66,458.34","12,240"
,BP3RFL8,Zhuzhou Kibing Group Co Ltd,601636,<0.01%,Building Products,CN,---,"$66,393.43","67,200"
,BYW5QY6,Hexing Electrical Co Ltd,603556,<0.01%,Electronic Equipment & Instruments,CN,---,"$66,368.35","16,700"
,BQV3XX3,Nanjing Les Information Technology Co Ltd,688631,<0.01%,Aerospace & Defense,CN,---,"$66,290.97","9,316"
,6800141,INESA Intelligent Tech Inc,900901,<0.01%,Internet Services & Infrastructure,CN,---,"$66,095.18","98,400"
,BQ3RQV2,Kidswant Children Products Co Ltd,301078,<0.01%,Food Retail,CN,---,"$66,092.97","48,900"
,BP3R3K3,Tasly Pharmaceutical Group Co Ltd,600535,<0.01%,Pharmaceuticals,CN,---,"$65,278.97","31,400"
,BD5CHB1,Hainan Haiyao Co Ltd,000566,<0.01%,Pharmaceuticals,CN,---,"$65,192.36","107,400"
,BYSXDP4,JASMINE INTL PCL-FOREIGN,JAS/F,<0.01%,Integrated Telecommunication Services,TH,---,"$65,079.74","1,925,499"
,BP3RF85,Zhejiang Xinan Chemical Industrial Group Co Ltd,600596,<0.01%,Diversified Chemicals,CN,---,"$65,063.67","36,540"
,BD35GB5,Management Solutions Co Ltd,7033,<0.01%,Research & Consulting Services,JP,---,"$64,928.15","7,467"
,BLC7ST0,Guangdong Construction Engineering Group Co Ltd,002060,<0.01%,Construction & Engineering,CN,---,"$64,884.82","123,800"
,B05KJP2,NEC Capital Solutions Ltd,8793,<0.01%,Specialized Finance,JP,---,"$64,820.20","2,600"
,BMXTQP4,JR Global Reit,348950,<0.01%,Office REITs,KR,---,"$64,628.81","82,399"
,BTDQCS9,Jiangsu Zhengdan Chemical Industry Co Ltd,300641,<0.01%,Specialty Chemicals,CN,---,"$64,502.75","28,800"
,6491794,Gecoss Corp,9991,<0.01%,Trading Companies & Distributors,JP,---,"$64,496.12","6,800"
,BMVB2G5,Shanghai Liangxin Electrical Co Ltd,002706,<0.01%,Electrical Components & Equipment,CN,---,"$64,421.83","29,770"
,BLC7YJ2,Hualan Biological Vaccine Inc,301207,<0.01%,Biotechnology,CN,---,"$64,404.59","24,200"
,BD5CMV6,Songcheng Performance Development Co Ltd,300144,<0.01%,Leisure Facilities,CN,---,"$64,354.60","64,640"
,B03MTT4,TR Dogal Enerji Kaynaklari Arastirma Ve Uretim AS,TRENJ,<0.01%,Oil & Gas Exploration & Production,TR,---,"$64,001.01","35,502"
,6208068,Kum Yang Co Ltd,001570,<0.01%,Commodity Chemicals,KR,---,"$63,932.85","9,732"
,BSY5JG5,Webjet Group Ltd,WJL,<0.01%,"Hotels, Resorts & Cruise Lines",AU,---,"$63,630.80","213,221"
,BNRLFV2,Shenzhen YHLO Biotech Co Ltd,688575,<0.01%,Health Care Equipment,CN,---,"$63,594.61","41,793"
,BYV1VQ2,Hunan Aihua Group Co Ltd,603989,<0.01%,Electronic Components,CN,---,"$63,527.17","12,000"
,B12V0C9,Husqvarna AB,HUSQA,<0.01%,Agricultural & Farm Machinery,SE,---,"$63,512.33","13,494"
,BFX38P1,China Aluminum International Engineering Corp Ltd,601068,<0.01%,Construction & Engineering,CN,---,"$63,488.73","77,600"
,BQ3RWR0,Caida Securities Co Ltd,600906,<0.01%,Investment Banking & Brokerage,CN,---,"$63,382.17","64,300"
,4205351,Ellaktor SA,ELLAKTOR,<0.01%,Construction & Engineering,GR,---,"$63,300.58","37,343"
,BD5CNM4,Hunan TV & Broadcast Intermediary Co Ltd,000917,<0.01%,Advertising,CN,---,"$62,883.86","53,402"
,BD5LX32,Shanghai Yaoji Technology Co Ltd,002605,<0.01%,Leisure Products,CN,---,"$62,800.85","22,600"
,BP3RL87,Shanghai Milkground Food Tech Co Ltd,600882,<0.01%,Packaged Foods & Meats,CN,---,"$62,633.03","22,100"
,B55SJJ5,LX Hausys Ltd,108670,<0.01%,Building Products,KR,---,"$62,451.38","2,811"
,BQ819F4,XXF Group Holdings Ltd,2473,<0.01%,Automotive Retail,HK,---,"$62,195.55","687,500"
,B03MVN2,Konya Cimento Sanayii AS,KONYA,<0.01%,Construction Materials,TR,---,"$62,009.81",751
,BMQ8TC6,Yantai China Pet Foods Co Ltd,002891,<0.01%,Packaged Foods & Meats,CN,---,"$61,980.88","14,100"
,BD5CF06,Yonfer Agricultural Technology Co Ltd,000902,<0.01%,Fertilizers & Agricultural Chemicals,CN,---,"$61,926.37","32,200"
,BQ3RX88,Pylon Technologies Co Ltd,688063,<0.01%,Electrical Components & Equipment,CN,---,"$61,917.47","6,304"
,B03MTV6,Is Finansal Kiralama AS,ISFIN,<0.01%,Specialized Finance,TR,---,"$61,848.94","144,080"
,BNHPPP8,Chengdu Guoguang Electric Co Ltd,688776,<0.01%,Electrical Components & Equipment,CN,---,"$61,810.26","6,445"
,BMYSW07,Oyak Yatirim Menkul Degerler AS,OYYAT,<0.01%,Investment Banking & Brokerage,TR,---,"$61,644.62","58,742"
,BNRLFZ6,Minmetals New Energy Materials Hunan Co Ltd,688779,<0.01%,Electrical Components & Equipment,CN,---,"$61,510.75","47,026"
,6713186,Daikokutenbussan Co Ltd,2791,<0.01%,Food Retail,JP,---,"$61,407.34","2,300"
,6127066,Yungshin Construction & Development Co Ltd,5508,<0.01%,Real Estate Development,TW,---,"$61,142.75","41,726"
,BD5CN02,Wonders Information Co Ltd,300168,<0.01%,IT Consulting & Other Services,CN,---,"$61,102.91","78,300"
,4645731,NCC AB,NCCA,<0.01%,Construction & Engineering,SE,---,"$61,003.41","2,835"
,BMC9NM1,LITALICO Inc,7366,<0.01%,Education Services,JP,---,"$60,994.21","6,100"
,BD5CQB4,Guoguang Electric Co Ltd,002045,<0.01%,Consumer Electronics,CN,---,"$60,909.78","45,100"
,BD5CCB6,Focused Photonics Hangzhou Inc,300203,<0.01%,Electronic Equipment & Instruments,CN,---,"$60,888.36","33,100"
,BHQPRS4,Biem.L.Fdlkk Garment Co Ltd,002832,<0.01%,"Apparel, Accessories & Luxury Goods",CN,---,"$60,821.85","21,000"
,BMXVCN0,Chengdu Kanghua Biological Products Co Ltd,300841,<0.01%,Biotechnology,CN,---,"$60,692.78","8,600"
,6458432,Icom Inc,6820,<0.01%,Communications Equipment,JP,---,"$60,687.37","3,100"
,BD57ZT0,LianChuang Electronic Technology Co Ltd,002036,<0.01%,Electronic Components,CN,---,"$60,621.79","44,500"
,BKDQ8C2,Longshine Technology Group Co Ltd,300682,<0.01%,Application Software,CN,---,"$60,618.15","32,400"
,BV54898,Bank Neo Commerce Tbk PT,BBYB,<0.01%,Regional Banks,ID,---,"$60,464.69","4,158,400"
,BD5CN91,Suzhou Gold Mantis Construction Decoration Co Ltd,002081,<0.01%,Construction & Engineering,CN,---,"$60,414.01","66,600"
,BP91MS0,Xinxiang Richful Lube Additive Co Ltd,300910,<0.01%,Specialty Chemicals,CN,---,"$60,381.76","12,103"
,BD58010,Guangdong Guanghua Sci-Tech Co Ltd,002741,<0.01%,Specialty Chemicals,CN,---,"$60,159.07","14,100"
,BMXTYS3,Three's Co Future Technology Group Co Ltd,605168,<0.01%,Advertising,CN,---,"$60,066.53","8,265"
,BD5CHY4,Hefei Meiya Optoelectronic Technology Inc,002690,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$59,785.63","26,260"
,BL61WB8,Vats Liquor Chain Store Management JSC Ltd,300755,<0.01%,Food Retail,CN,---,"$59,777.46","25,800"
,6763943,Seikagaku Corp,4548,<0.01%,Pharmaceuticals,JP,---,"$59,773.57","12,300"
,BYW5ND4,Xinhuanet Co Ltd,603888,<0.01%,Publishing,CN,---,"$59,616.45","22,100"
,BP3RDR0,Beijing Jingyuntong Technology Co Ltd,601908,<0.01%,Semiconductors,CN,---,"$59,605.43","108,400"
,BD5CBK8,Shenzhen Neptunus Bioengineering Co Ltd,000078,<0.01%,Health Care Distributors,CN,---,"$59,499.66","239,600"
,BL6CSF7,Sichuan Injet Electric Co Ltd,300820,<0.01%,Electrical Components & Equipment,CN,---,"$59,467.19","6,200"
,BQWN611,Alfa Solar Enerji Sanayi VE Ticaret AS,ALFAS,<0.01%,Semiconductors,TR,---,"$59,387.02","51,880"
,BD5CB20,Sichuan Haite High-tech Co Ltd,002023,<0.01%,Airport Services,CN,---,"$59,338.10","36,800"
,BP3RB10,Jonjee Hi-Tech Industrial And Commercial Holding Co Ltd,600872,<0.01%,Packaged Foods & Meats,CN,---,"$59,173.10","20,400"
,BD73MY0,Hiconics Eco-energy Technology Co Ltd,300048,<0.01%,Electrical Components & Equipment,CN,---,"$59,082.96","68,500"
,BQ0LNB6,Kayseri Seker Fabrikasi AS,KAYSE,<0.01%,Packaged Foods & Meats,TR,---,"$59,046.39","582,569"
,BD5CFB7,Zhejiang Runtu Co Ltd,002440,<0.01%,Specialty Chemicals,CN,---,"$59,030.08","42,200"
,BZ9N3B6,Audinate Group Ltd,AD8,<0.01%,Electronic Manufacturing Services,AU,---,"$58,988.58","38,055"
,BD5LTY5,Shandong Hi-Speed Road & Bridge Group Co Ltd,000498,<0.01%,Construction & Engineering,CN,---,"$58,788.14","75,500"
,BK947Q7,Shanghai Lingang Holdings Corp Ltd,600848,<0.01%,Real Estate Development,CN,---,"$58,788.06","44,400"
,B4QDD45,BANGKOK LIFE ASSURANCE-FOREI,BLA/F,<0.01%,Life & Health Insurance,TH,---,"$58,678.44","83,760"
,BK71748,Windey Energy Technology Group Co Ltd,300772,<0.01%,Heavy Electrical Equipment,CN,---,"$58,674.94","26,300"
,BD5LZT2,Guangzhou Zhujiang Brewery Co Ltd,002461,<0.01%,Brewers,CN,---,"$58,650.80","40,100"
,BN2B863,Vaibhav Global Ltd,VGM,<0.01%,"Apparel, Accessories & Luxury Goods",IN,---,"$58,571.20","25,010"
,BD5C777,Cangzhou Mingzhu Plastic Co Ltd,002108,<0.01%,Oil & Gas Equipment & Services,CN,---,"$58,547.72","79,633"
,BP3RJJ4,Changjiang & Jinggong Steel Building Group Co Ltd,600496,<0.01%,Construction & Engineering,CN,---,"$58,407.60","97,800"
,6657950,Okuwa Co Ltd,8217,<0.01%,Food Retail,JP,---,"$58,371.61","11,800"
,BD5CNR9,Wasu Media Holding Co Ltd,000156,<0.01%,Cable & Satellite,CN,---,"$58,305.83","56,761"
,B8N9QP6,OBI Pharma Inc,4174,<0.01%,Biotechnology,TW,---,"$58,296.57","63,843"
,6705655,National Industries Co KSC,NICBM,<0.01%,Construction Materials,KW,---,"$58,247.85","65,467"
,BPH0728,SCB X PCL-NVDR,SCB-R,<0.01%,Diversified Banks,TH,NVDR,"$58,242.02","14,100"
,BD5CD35,Zhejiang Hisoar Pharmaceutical Co Ltd,002099,<0.01%,Pharmaceuticals,CN,---,"$58,235.07","71,400"
,6196538,Chung Hwa Pulp Corp,1905,<0.01%,Paper Products,TW,---,"$58,195.32","152,421"
,6456447,Ichikoh Industries Ltd,7244,<0.01%,Automotive Parts & Equipment,JP,---,"$58,162.14","17,000"
,B3NNBT2,Gamecard Holdings Inc,6249,<0.01%,Casinos & Gaming,JP,---,"$57,948.99","4,000"
,BMF7KV0,Jiangsu Lianyungang Port Co Ltd,601008,<0.01%,Marine Ports & Services,CN,---,"$57,932.16","89,300"
,BD5CP51,Shenzhen Overseas Chinese Town Co Ltd,000069,<0.01%,Real Estate Development,CN,---,"$57,860.05","201,900"
,B807W66,Polisan Holding AS,POLHO,<0.01%,Specialty Chemicals,TR,---,"$57,848.73","134,932"
,BQ3RXL1,Qingdao Gaoce Technology Co Ltd,688556,<0.01%,Semiconductor Materials & Equipment,CN,---,"$57,745.80","32,786"
,BWZN1R1,Shanghai Haohai Biological Technology Co Ltd,6826,<0.01%,Biotechnology,HK,---,"$57,677.43","24,780"
,6726430,NICE Holdings Co Ltd,034310,<0.01%,Specialized Finance,KR,---,"$57,578.75","7,180"
,BD5LW13,Suzhou Anjie Technology Co Ltd,002635,<0.01%,Electrical Components & Equipment,CN,---,"$57,526.66","23,400"
,BD5CH88,Oriental Energy Co Ltd,002221,<0.01%,Oil & Gas Storage & Transportation,CN,---,"$57,518.39","61,400"
,B1FYGD8,Karel Elektronik Sanayi ve Ticaret AS,KAREL,<0.01%,Communications Equipment,TR,---,"$57,477.10","201,554"
,BD5LY84,Sanquan Food Co Ltd,002216,<0.01%,Packaged Foods & Meats,CN,---,"$57,460.30","28,160"
,BP3RKF7,Shaanxi Construction Engineering Group Corp Ltd,600248,<0.01%,Construction & Engineering,CN,---,"$57,129.47","117,900"
,BYWVH07,NKGen Biotech Korea Co Ltd,182400,<0.01%,Biotechnology,KR,---,"$57,105.21","8,969"
,BD5CJL5,Taiji Computer Corp Ltd,002368,<0.01%,IT Consulting & Other Services,CN,---,"$57,026.67","25,119"
,BP3RBQ5,Shuangliang Eco-Energy Systems Co Ltd,600481,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$56,803.91","70,800"
,BK94897,Guizhou Gas Group Corp Ltd,600903,<0.01%,Oil & Gas Storage & Transportation,CN,---,"$56,758.28","41,100"
,BF2DZ40,Xinyu Iron & Steel Co Ltd,600782,<0.01%,Steel,CN,---,"$56,685.37","136,500"
,BD5CF84,Shaanxi International Trust Co Ltd,000563,<0.01%,Asset Management & Custody Banks,CN,---,"$56,404.80","128,100"
,B7RLFB0,Bloomberry Resorts Corp,BLOOM,<0.01%,Casinos & Gaming,PH,---,"$56,390.05","1,987,700"
,BD5C948,Shenzhen Tagen Group Co Ltd,000090,<0.01%,Construction & Engineering,CN,---,"$56,382.70","99,100"
,B05J4P4,World Holdings Co Ltd,2429,<0.01%,Human Resource & Employment Services,JP,---,"$56,173.91","3,700"
,BNHNC40,Shanghai Anlogic Infotech Co Ltd,688107,<0.01%,Semiconductors,CN,---,"$56,160.17","9,264"
,BL5P4H1,Fuan Pharmaceutical Group Co Ltd,300194,<0.01%,Pharmaceuticals,CN,---,"$56,033.39","99,300"
,BMF7KQ5,CETC Chips Technology Inc,600877,<0.01%,Semiconductors,CN,---,"$55,879.02","26,000"
,BFY8H03,Jafron Biomedical Co Ltd,300529,<0.01%,Health Care Equipment,CN,---,"$55,814.28","20,770"
,BD5C766,Shenzhen Desay Battery Technology Co,000049,<0.01%,Electrical Components & Equipment,CN,---,"$55,702.59","14,891"
,6126892,Universal Entertainment Corp,6425,<0.01%,Leisure Products,JP,---,"$55,604.23","12,041"
,BD5LWJ1,Gaona Aero Material Co Ltd,300034,<0.01%,Aerospace & Defense,CN,---,"$55,544.39","20,320"
,BP3RCF1,Shanghai Jinqiao Export Processing Zone Development Co Ltd,600639,<0.01%,Diversified Real Estate Activities,CN,---,"$55,513.06","37,800"
,BD5CK89,CETC Cyberspace Security Technology Co Ltd,002268,<0.01%,Systems Software,CN,---,"$55,432.85","26,500"
,BMXVC07,Chongqing Sanfeng Environment Group Corp Ltd,601827,<0.01%,Independent Power Producers & Energy Traders,CN,---,"$55,432.66","45,300"
,BK4XY91,Sinofibers Technology Co Ltd,300777,<0.01%,Commodity Chemicals,CN,---,"$55,333.10","11,200"
,BYRJS58,Baby Bunting Group Ltd,BBN,<0.01%,Other Specialty Retail,AU,---,"$55,202.64","48,163"
,BP3R9S3,Shanxi Lanhua Sci-Tech Venture Co Ltd,600123,<0.01%,Coal & Consumable Fuels,CN,---,"$55,134.23","54,470"
,BNR4ML0,Luoyang Xinqianglian Slewing Bearing Co Ltd,300850,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$54,991.86","11,560"
,B298ZY7,Link And Motivation Inc,2170,<0.01%,Human Resource & Employment Services,JP,---,"$54,838.35","15,500"
,B03MZP2,Zorlu Enerji Elektrik Uretim AS,ZOREN,<0.01%,Independent Power Producers & Energy Traders,TR,---,"$54,835.12","820,666.75"
,BP3RC51,KPC Pharmaceuticals Inc,600422,<0.01%,Pharmaceuticals,CN,---,"$54,746.63","41,500"
,BD5CQC5,Genimous Technology Co Ltd,000676,<0.01%,Application Software,CN,---,"$54,622.76","64,200"
,BK71D17,Guangdong Marubi Biotechnology Co Ltd,603983,<0.01%,Personal Care Products,CN,---,"$54,573.14","15,600"
,BP91MP7,Shenzhen Fine Made Electronics Group Co Ltd,300671,<0.01%,Semiconductors,CN,---,"$54,426.97","8,200"
,BD73L65,Baowu Magnesium Technology Co Ltd,002182,<0.01%,Diversified Metals & Mining,CN,---,"$54,132.03","25,620"
,BP3R905,China CYTS Tours Holding Co Ltd,600138,<0.01%,"Hotels, Resorts & Cruise Lines",CN,---,"$54,078.99","46,800"
,B66Q694,CHC Healthcare Group,4164,<0.01%,Health Care Distributors,TW,---,"$54,025.34","60,268"
,BD5CL53,Guangdong Golden Dragon Development Inc,000712,<0.01%,Investment Banking & Brokerage,CN,---,"$54,003.23","32,500"
,BD5LQD3,Wuxi Boton Technology Co Ltd,300031,<0.01%,Interactive Home Entertainment,CN,---,"$53,737.95","15,600"
,B8BSM91,Tumosan Motor ve Traktor Sanayi AS,TMSN,<0.01%,Construction Machinery & Heavy Transportation Equipment,TR,---,"$53,694.89","25,411"
,BD5CGG9,RongFa Nuclear Equipment Co Ltd,002366,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$53,675.15","52,600"
,BHQPSK3,Shenzhen FRD Science & Technology Co Ltd,300602,<0.01%,Electrical Components & Equipment,CN,---,"$53,547.21","8,000"
,B23HV20,Syrah Resources Ltd,SYR,<0.01%,Diversified Metals & Mining,AU,---,"$53,387.61","750,052"
,BFNNS62,C-Mer Medical Holdings Ltd,3309,<0.01%,Health Care Facilities,HK,---,"$53,236.98","394,000"
,BQHNQ61,Kaldalon hf,KALD,<0.01%,Real Estate Development,IS,---,"$52,815.90","251,885"
,BFB4H37,CSSC Science & Technology Co Ltd,600072,<0.01%,Construction & Engineering,CN,---,"$52,695.70","31,700"
,B1YYYZ7,Tung Thih Electronic Co Ltd,3552,<0.01%,Automotive Parts & Equipment,TW,---,"$52,534.19","29,744"
,B3Z3L12,Bank Pembangunan Daerah Jawa Barat Dan Banten Tbk PT,BJBR,<0.01%,Diversified Banks,ID,---,"$52,143.85","1,217,790"
,BD5CGK3,Shenzhen Yan Tian Port Holding Co Ltd,000088,<0.01%,Highways & Railtracks,CN,---,"$51,973.37","78,700"
,6439255,Aeon Fantasy Co Ltd,4343,<0.01%,Leisure Facilities,JP,---,"$51,958.71","3,300"
,BD5CD46,CSG Holding Co Ltd,000012,<0.01%,Construction Materials,CN,---,"$51,896.98","86,700"
,B1Z5HY9,Media Nusantara Citra Tbk PT,MNCN,<0.01%,Broadcasting,ID,---,"$51,885.70","4,372,200"
,BTFRH96,Xiangtan Electric Manufacturing Co Ltd,600416,<0.01%,Electrical Components & Equipment,CN,---,"$51,835.46","30,400"
,BM9VN19,Coast Entertainment Holdings Ltd,CEH,<0.01%,Leisure Facilities,AU,---,"$51,821.18","176,320"
,BD5C9B5,TRS Information Technology Corp Ltd,300229,<0.01%,Application Software,CN,---,"$51,810.22","21,100"
,BD5LVJ4,Huafu Fashion Co Ltd,002042,<0.01%,Textiles,CN,---,"$51,753.08","82,600"
,6133698,E1 Corp,017940,<0.01%,Oil & Gas Storage & Transportation,KR,---,"$51,641.00",906
,B03MND6,Aksigorta AS,AKGRT,<0.01%,Property & Casualty Insurance,TR,---,"$51,604.20","330,403.329"
,BD5LXV0,China West Construction Group Co Ltd,002302,<0.01%,Construction Materials,CN,---,"$51,457.24","67,200"
,BD5M272,Jiangling Motors Corp Ltd,000550,<0.01%,Automobile Manufacturers,CN,---,"$51,226.25","20,700"
,BD5CMR2,Ourpalm Co Ltd,300315,<0.01%,Interactive Home Entertainment,CN,---,"$51,171.62","77,300"
